,walk_length,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
705,9,2.1823773,2.8645608,"(45, 92)",0,1,False,0.5675839,0.6642258
706,9,2.6253462,3.0779085,"(67, 10)",0,1,False,0.5396758,0.61124825
707,9,2.2507515,2.3204029,"(38, 13)",0,1,False,0.5076186,0.5174058
708,9,2.7471762,2.1071532,"(60, 53)",0,0,True,0.4340771,0.34524137
709,9,3.1081305,2.7806065,"(80, 53)",0,0,True,0.47219062,0.41884318
710,9,2.95704,2.6032293,"(11, 80)",0,0,True,0.46818402,0.41245863
711,9,2.7034645,2.1098323,"(11, 28)",0,0,True,0.4383341,0.3558019
712,9,2.5302625,1.7835791,"(28, 33)",0,0,True,0.41345495,0.3215444
713,9,2.3403234,2.8757179,"(22, 46)",0,1,False,0.5513219,0.6307404
714,9,2.5285256,2.7285075,"(34, 46)",0,1,False,0.5190204,0.5498295
715,9,2.6587737,2.5375404,"(59, 30)",0,0,True,0.4883347,0.46972877
716,9,2.5937178,2.0530875,"(31, 69)",0,0,True,0.44182774,0.36804095
717,9,2.5421379,1.9903858,"(39, 2)",0,0,True,0.43913412,0.36545804
718,9,2.5942502,2.3681712,"(49, 14)",0,0,True,0.4772209,0.4437197
719,9,2.3638625,2.1785486,"(51, 77)",0,0,True,0.4796018,0.45380363
720,9,2.3369064,2.7066705,"(79, 29)",0,1,False,0.5366569,0.59140193
721,9,1.9025463,2.514533,"(97, 57)",0,1,False,0.5692751,0.64839387
722,9,2.469751,2.6805089,"(1, 84)",0,1,False,0.5204609,0.55249536
723,9,3.038729,3.0428698,"(50, 82)",0,1,False,0.5003404,0.5010352
724,9,2.8846898,2.7193198,"(82, 68)",0,0,True,0.4852454,0.45875147
725,9,3.1356564,2.9571567,"(68, 54)",0,0,True,0.48535162,0.4554932
726,9,2.6944942,2.807848,"(93, 54)",0,1,False,0.5103005,0.52830815
727,9,2.5863233,1.9727635,"(96, 4)",0,0,True,0.43271023,0.3512476
728,9,2.3469317,2.4459815,"(96, 40)",0,1,False,0.51033294,0.52474225
729,9,2.4559188,2.5631452,"(17, 40)",0,1,False,0.5106819,0.5267809
730,9,2.5112338,2.952799,"(83, 35)",0,1,False,0.5404066,0.6086319
731,9,2.775016,1.4675053,"(42, 85)",0,0,True,0.34590405,0.2129037
732,9,2.4643362,2.1899107,"(23, 7)",0,0,True,0.47051883,0.431821
733,9,2.7896616,2.5470216,"(7, 21)",0,0,True,0.4772668,0.43963587
734,9,2.6051903,2.6549988,"(21, 44)",0,1,False,0.5047345,0.51244956
735,9,2.523861,2.6411943,"(44, 61)",0,1,False,0.5113584,0.52929974
736,10,2.6627116,2.7167873,"(99, 0)",0,1,False,0.5050261,0.51351565
737,10,2.005771,2.9739172,"(2, 1)",1,1,True,0.5972095,0.7247498
738,10,2.6612546,2.9693353,"(3, 2)",1,1,True,0.52735776,0.57641673
739,10,2.428178,3.0973918,"(3, 4)",1,1,True,0.56055605,0.66132706
740,10,2.3709288,3.082337,"(4, 5)",1,1,True,0.56522775,0.67071223
741,10,2.2059114,3.13599,"(6, 5)",1,1,True,0.58705497,0.71709126
742,10,2.198866,2.6613615,"(7, 6)",1,1,True,0.54757965,0.613606
743,10,2.1838963,2.360847,"(9, 8)",1,1,True,0.5194676,0.5441226
744,10,2.719509,2.7172596,"(13, 12)",1,0,False,0.49979317,0.49943772
745,10,2.9358108,3.0714686,"(13, 14)",1,1,True,0.51129115,0.53386253
746,10,2.7584295,2.308142,"(15, 14)",1,0,False,0.45556292,0.3892924
747,10,3.008778,3.0395603,"(16, 15)",1,1,True,0.5025447,0.50769496
748,10,2.056264,3.0392902,"(18, 19)",1,1,True,0.5964592,0.7277083
749,10,3.0914214,2.9735484,"(20, 19)",1,0,False,0.49028248,0.4705658
750,10,2.5161698,2.742107,"(21, 22)",1,1,True,0.52148396,0.55624527
751,10,3.3511674,2.4475837,"(22, 23)",1,0,False,0.4220881,0.28831458
752,10,3.1639152,2.6805124,"(24, 25)",1,0,False,0.45864412,0.38144895
753,10,3.072973,3.1099617,"(25, 26)",1,1,True,0.5029912,0.5092462
754,10,2.3305836,2.5949972,"(28, 27)",1,1,True,0.52684087,0.565721
755,10,2.7473562,2.621184,"(29, 30)",1,0,False,0.4882489,0.4684987
756,10,2.9029984,2.7726367,"(32, 31)",1,0,False,0.48851568,0.46745563
757,10,2.582292,3.3020198,"(33, 32)",1,1,True,0.5611565,0.6725471
758,10,2.4709983,3.1682017,"(34, 33)",1,1,True,0.5618176,0.6675675
759,10,2.7541075,2.7088192,"(35, 34)",1,0,False,0.49585494,0.48867983
760,10,2.322989,2.731622,"(36, 37)",1,1,True,0.5404218,0.60076004
761,10,2.5336063,2.5896702,"(38, 37)",1,1,True,0.5054715,0.5140123
762,10,2.5264034,3.225495,"(41, 40)",1,1,True,0.5607705,0.6679864
763,10,2.7010872,1.9852911,"(41, 42)",1,0,False,0.42363012,0.32831937
764,10,1.725472,2.113606,"(43, 44)",1,1,True,0.5505504,0.5958335
765,10,2.7818046,2.4661198,"(47, 48)",1,0,False,0.46992287,0.42172775
766,10,1.7158213,2.7952678,"(50, 51)",1,1,True,0.6196437,0.7463892
767,10,2.41605,3.0694702,"(52, 51)",1,1,True,0.55955863,0.6577808
768,10,2.382034,3.391052,"(53, 52)",1,1,True,0.5873898,0.73282784
769,10,2.7182863,2.9230044,"(53, 54)",1,1,True,0.5181446,0.5510015
770,10,2.3840382,2.8832347,"(57, 58)",1,1,True,0.54738665,0.62227046
771,10,2.9568486,3.0896816,"(58, 59)",1,1,True,0.5109843,0.53315955
772,10,2.6799283,3.1109195,"(60, 59)",1,1,True,0.5372131,0.60611033
773,10,2.2477696,3.1917827,"(60, 61)",1,1,True,0.58677304,0.7199096
774,10,2.2398145,3.1615074,"(62, 61)",1,1,True,0.58532107,0.7153869
775,10,2.7909532,3.1121929,"(62, 63)",1,1,True,0.52720916,0.5796264
776,10,3.0450666,2.582927,"(66, 67)",1,0,False,0.4589428,0.38647836
777,10,2.6209335,2.5312855,"(71, 70)",1,0,False,0.49130002,0.477603
778,10,2.8824515,3.1028104,"(72, 71)",1,1,True,0.5184085,0.55486786
779,10,2.1472168,2.4976294,"(73, 74)",1,1,True,0.53772056,0.5867176
780,10,2.752929,2.583815,"(76, 75)",1,0,False,0.4841557,0.45782202
781,10,1.9129266,3.0763297,"(76, 77)",1,1,True,0.6165908,0.76195055
782,10,2.092045,2.9946377,"(77, 78)",1,1,True,0.58872116,0.711482
783,10,2.1648307,2.8448792,"(80, 81)",1,1,True,0.56787306,0.6637495
784,10,1.9330139,2.800769,"(82, 81)",1,1,True,0.59165555,0.70427835
785,10,2.0606308,2.9989417,"(83, 84)",1,1,True,0.5927263,0.71875834
786,10,2.3372111,2.9402206,"(85, 84)",1,1,True,0.55713093,0.6463445
787,10,2.9560845,2.4534416,"(86, 87)",1,0,False,0.45354092,0.3769198
788,10,2.2108285,2.966143,"(91, 90)",1,1,True,0.5729494,0.6803356
789,10,2.0006962,3.3482401,"(92, 91)",1,1,True,0.6259637,0.7937278
790,10,2.540736,2.8579998,"(92, 93)",1,1,True,0.5293832,0.57865727
791,10,1.582627,2.8698225,"(94, 93)",1,1,True,0.64454913,0.78367215
792,10,2.3613427,3.0127177,"(95, 94)",1,1,True,0.5606036,0.65732026
793,10,2.0511804,3.0574338,"(98, 97)",1,1,True,0.598486,0.73228633
794,10,2.423627,3.188551,"(98, 99)",1,1,True,0.5681486,0.6824218
795,10,2.6161911,2.5711017,"(78, 74)",0,0,True,0.49565387,0.48872957
796,10,2.8848348,2.4251087,"(66, 72)",0,0,True,0.45671085,0.3870508
797,10,2.3223364,2.4674518,"(5, 70)",0,1,False,0.5151484,0.5362153
798,10,2.2889276,2.7707717,"(95, 3)",0,1,False,0.5476159,0.61818326
799,10,2.2707622,2.413672,"(88, 26)",0,1,False,0.5152537,0.5356668
800,10,2.9373498,2.9152732,"(71, 16)",0,0,True,0.49811396,0.4944811
801,10,2.6006048,2.636012,"(36, 71)",0,1,False,0.5033807,0.5088509
802,10,2.865411,3.3846219,"(99, 19)",0,1,False,0.5415367,0.6269632
803,10,2.920714,3.3088126,"(58, 19)",0,1,False,0.5311499,0.59582496
804,10,2.819369,3.1286461,"(58, 15)",0,1,False,0.52599835,0.5767088
805,10,2.6930113,2.536368,"(15, 12)",0,0,True,0.48502275,0.46091905
806,10,2.677208,2.822418,"(73, 12)",0,1,False,0.51320183,0.53623885
807,10,2.8116279,2.3253417,"(63, 56)",0,0,True,0.45266798,0.38076887
808,10,2.242081,2.632022,"(75, 20)",0,1,False,0.54000133,0.5962685
809,10,2.6517427,2.5700767,"(76, 65)",0,0,True,0.4921803,0.47959483
810,10,3.0576217,2.1711833,"(25, 65)",0,0,True,0.4152351,0.29184535
811,10,3.0939312,2.7846775,"(25, 87)",0,0,True,0.47369668,0.4232969
812,10,2.348563,2.8759823,"(62, 87)",0,1,False,0.5504751,0.62888104
813,10,2.5416763,2.3344896,"(48, 67)",0,0,True,0.47875518,0.44838783
814,10,3.0081584,2.2204008,"(67, 10)",0,0,True,0.4246678,0.31265032
815,10,2.9861908,2.9334204,"(38, 13)",0,0,True,0.49554276,0.48681042
816,10,2.8783565,2.8715777,"(32, 13)",0,0,True,0.49941057,0.49830532
817,10,2.9700217,2.7723904,"(60, 53)",0,0,True,0.48279193,0.45075232
818,10,2.3668413,2.7935028,"(28, 33)",0,1,False,0.5413404,0.6050762
819,10,2.9428217,3.1298196,"(86, 0)",0,1,False,0.5153968,0.54661375
820,10,3.3310435,1.8801258,"(64, 0)",0,0,True,0.36078772,0.18986037
821,10,2.8918226,2.4883459,"(64, 22)",0,0,True,0.4625033,0.40047732
822,10,2.9726796,2.3322086,"(22, 46)",0,0,True,0.43963388,0.3451401
823,10,2.713556,2.1622438,"(34, 46)",0,0,True,0.44346443,0.36556002
824,10,2.4790127,2.9936175,"(59, 30)",0,1,False,0.5470162,0.62588537
825,10,2.7153513,2.2922246,"(31, 69)",0,0,True,0.45775133,0.39576882
826,10,2.8221288,2.4877806,"(31, 39)",0,0,True,0.4685166,0.41718298
827,10,2.887081,2.5872545,"(2, 90)",0,0,True,0.47261527,0.42559993
828,10,2.7733092,2.9490147,"(47, 90)",0,1,False,0.5153526,0.54381365
829,10,2.4936385,2.8767903,"(52, 14)",0,1,False,0.53567237,0.594633
830,10,2.7997365,2.211421,"(49, 14)",0,0,True,0.44129944,0.35702145
831,10,1.7410878,2.0412576,"(51, 49)",0,1,False,0.5396804,0.57448405
832,10,2.9235873,2.2986999,"(24, 55)",0,0,True,0.4401711,0.3486707
833,10,3.0420578,2.5101182,"(24, 29)",0,0,True,0.4520963,0.37006465
834,10,3.3237908,2.4286814,"(79, 29)",0,0,True,0.42219785,0.29005656
835,10,2.9421668,1.8395592,"(97, 79)",0,0,True,0.38470614,0.2492516
836,10,2.19747,2.6136067,"(84, 50)",0,1,False,0.54324776,0.60255843
837,10,2.6866088,2.7021751,"(50, 82)",0,1,False,0.50144434,0.5038915
838,10,2.5002606,2.1623473,"(68, 54)",0,0,True,0.4637635,0.41631645
839,10,2.779584,2.8191664,"(93, 54)",0,1,False,0.5035349,0.5098943
840,10,2.9678743,2.86174,"(4, 93)",0,0,True,0.490897,0.4734913
841,10,3.3486235,2.2863224,"(96, 4)",0,0,True,0.4057399,0.25686994
842,10,2.9910576,2.2843285,"(96, 40)",0,0,True,0.43301636,0.33032197
843,10,2.6197863,2.1541963,"(9, 17)",0,0,True,0.45123672,0.38566056
844,10,2.4216094,1.8886769,"(83, 89)",0,0,True,0.43817896,0.36983317
845,10,2.166665,3.030257,"(37, 35)",0,1,False,0.58308685,0.70341057
846,10,2.8942266,3.0819016,"(81, 37)",0,1,False,0.51570207,0.54678154
847,10,2.449026,1.7247869,"(42, 85)",0,0,True,0.4132401,0.32646018
848,10,2.6850917,2.2745004,"(41, 23)",0,0,True,0.45860633,0.39877036
849,10,3.128403,2.6599743,"(23, 7)",0,0,True,0.45953718,0.38498825
850,10,2.6376657,2.320804,"(7, 21)",0,0,True,0.46804845,0.42144078
851,11,2.6291082,2.3836958,"(0, 1)",1,0,False,0.47552148,0.43895295
852,11,2.3602097,3.0655403,"(3, 2)",1,1,True,0.5649984,0.6693686
853,11,2.5593286,2.7200086,"(3, 4)",1,1,True,0.51521784,0.54008377
854,11,2.1792128,2.8550513,"(8, 7)",1,1,True,0.56712383,0.66280925
855,11,2.7336376,3.3590178,"(9, 8)",1,1,True,0.55132246,0.6514412
856,11,2.5781658,3.3584313,"(10, 9)",1,1,True,0.56571656,0.6857374
857,11,2.1717112,3.049626,"(11, 10)",1,1,True,0.5840699,0.7063899
858,11,2.7306929,2.5667315,"(13, 14)",1,0,False,0.4845244,0.45910123
859,11,2.4480698,3.0378554,"(16, 15)",1,1,True,0.5537544,0.643316
860,11,2.3639402,2.590863,"(20, 19)",1,1,True,0.52289927,0.5564885
861,11,1.9410611,2.8552227,"(21, 20)",1,1,True,0.59529895,0.713851
862,11,2.5565078,3.1252282,"(21, 22)",1,1,True,0.5500481,0.63846785
863,11,2.5488849,2.4103358,"(23, 24)",1,0,False,0.48603114,0.46541804
864,11,2.5038738,2.736899,"(28, 27)",1,1,True,0.52223194,0.5579941
865,11,2.3166182,3.0639734,"(29, 28)",1,1,True,0.5694492,0.6786021
866,11,1.8674613,2.698314,"(29, 30)",1,1,True,0.590987,0.69653517
867,11,2.6090217,2.896271,"(33, 32)",1,1,True,0.5260885,0.5713226
868,11,2.2266517,3.1100004,"(34, 33)",1,1,True,0.5827624,0.70751566
869,11,2.4279418,2.0917957,"(35, 36)",1,0,False,0.46281353,0.41674593
870,11,2.7320707,3.08826,"(38, 39)",1,1,True,0.5305987,0.58811766
871,11,2.7390978,3.3425577,"(40, 39)",1,1,True,0.5496131,0.6464475
872,11,2.8837168,3.040436,"(41, 40)",1,1,True,0.5132271,0.5390998
873,11,2.293129,2.7168708,"(42, 43)",1,1,True,0.5422896,0.6043783
874,11,2.165629,2.8573837,"(45, 44)",1,1,True,0.56885856,0.6663572
875,11,2.275927,2.731165,"(46, 47)",1,1,True,0.5454593,0.6118839
876,11,2.7996209,3.3592484,"(47, 48)",1,1,True,0.5454327,0.63636637
877,11,2.655616,3.773546,"(49, 48)",1,1,True,0.58694214,0.75360453
878,11,2.8429842,2.6107712,"(49, 50)",1,0,False,0.4787107,0.44220626
879,11,2.8082354,2.6553898,"(52, 51)",1,0,False,0.4860124,0.46186283
880,11,2.6790314,2.7686927,"(53, 52)",1,1,True,0.50822926,0.5224004
881,11,2.716243,2.9370067,"(56, 57)",1,1,True,0.51952535,0.5549679
882,11,2.0666106,2.978259,"(58, 59)",1,1,True,0.590354,0.7133374
883,11,2.9287982,2.6298513,"(60, 59)",1,0,False,0.47310978,0.42581496
884,11,2.1222792,3.118641,"(62, 61)",1,1,True,0.59505606,0.7303426
885,11,2.003537,3.3122458,"(62, 63)",1,1,True,0.6230965,0.787297
886,11,2.4253795,2.8959105,"(64, 63)",1,1,True,0.5442121,0.6155094
887,11,2.7704215,2.6305351,"(70, 69)",1,0,False,0.48704985,0.46508527
888,11,2.5728486,2.4880452,"(72, 71)",1,0,False,0.49162167,0.47881186
889,11,2.4861388,3.0614169,"(73, 74)",1,1,True,0.55184966,0.63998014
890,11,1.7977641,2.5975518,"(76, 75)",1,1,True,0.59098184,0.68992907
891,11,3.0929856,3.00616,"(77, 78)",1,0,False,0.49288216,0.47830722
892,11,2.9065614,3.003538,"(79, 78)",1,1,True,0.5082043,0.5242251
893,11,2.1304438,3.0406628,"(80, 81)",1,1,True,0.58801013,0.713045
894,11,2.738715,3.1131573,"(82, 81)",1,1,True,0.5319934,0.592532
895,11,2.792984,3.1035504,"(83, 82)",1,1,True,0.5263347,0.57702357
896,11,2.9480567,2.9021187,"(83, 84)",1,0,False,0.4960738,0.48851752
897,11,1.7443731,3.0499113,"(86, 87)",1,1,True,0.6361557,0.7867656
898,11,1.6965381,3.2197518,"(88, 87)",1,1,True,0.654915,0.82101125
899,11,2.0812945,3.053537,"(90, 89)",1,1,True,0.5946713,0.7255662
900,11,1.6440521,2.7811422,"(92, 93)",1,1,True,0.6284791,0.757145
901,11,2.0444734,3.0696523,"(94, 93)",1,1,True,0.60023016,0.7359801
902,11,2.1295562,3.2047162,"(95, 94)",1,1,True,0.60077846,0.745577
903,11,1.7922627,2.6669884,"(95, 96)",1,1,True,0.5980799,0.70572805
904,11,3.011038,3.2834086,"(96, 97)",1,1,True,0.5216358,0.5676748
905,11,2.6535342,3.174442,"(98, 97)",1,1,True,0.5446903,0.62736
906,11,2.5611305,2.7316153,"(78, 74)",0,1,False,0.5161055,0.54251826
907,11,2.9223537,2.6604989,"(61, 78)",0,0,True,0.47654825,0.43490776
908,11,3.0151682,2.0549436,"(66, 91)",0,0,True,0.40530536,0.2768332
909,11,3.0815818,2.2134042,"(91, 8)",0,0,True,0.41801888,0.29563364
910,11,2.8559563,3.2380457,"(98, 27)",0,1,False,0.5313496,0.594377
911,11,3.1875584,2.816598,"(3, 27)",0,0,True,0.46910802,0.40830895
912,11,2.4775484,1.9473573,"(18, 16)",0,0,True,0.44009015,0.37047234
913,11,2.704395,2.960705,"(71, 16)",0,1,False,0.52262187,0.563729
914,11,2.458396,2.2250473,"(99, 19)",0,0,True,0.4750879,0.44192615
915,11,2.9693573,2.3913713,"(73, 12)",0,0,True,0.4460907,0.35939613
916,11,2.8670192,2.8220744,"(63, 56)",0,0,True,0.4960499,0.4887657
917,11,2.7722695,1.7611854,"(6, 94)",0,0,True,0.38848636,0.26676774
918,11,2.3192687,1.5002325,"(6, 76)",0,0,True,0.39278233,0.30596828
919,11,3.206892,1.5861806,"(25, 65)",0,0,True,0.3309319,0.16510677
920,11,2.3300085,2.351292,"(45, 48)",0,1,False,0.5022732,0.5053206
921,11,3.0367632,2.540337,"(48, 67)",0,0,True,0.45549425,0.37838095
922,11,3.1161273,2.724424,"(67, 10)",0,0,True,0.46646693,0.4033073
923,11,3.349804,2.739661,"(38, 13)",0,0,True,0.4499018,0.35202655
924,11,2.2455006,2.797374,"(32, 13)",0,1,False,0.55471814,0.6345701
925,11,2.6682482,3.0626266,"(60, 43)",0,1,False,0.5344082,0.5973363
926,11,3.1098664,2.7371542,"(60, 53)",0,0,True,0.46812806,0.40788582
927,11,2.5514288,2.9894474,"(28, 33)",0,1,False,0.5395261,0.6077868
928,11,2.464387,2.6479037,"(64, 0)",0,1,False,0.51794857,0.5457508
929,11,2.2735732,2.818297,"(22, 46)",0,1,False,0.55348957,0.63291055
930,11,3.220848,2.9670725,"(59, 69)",0,0,True,0.47949424,0.43689445
931,11,3.0868125,2.6479967,"(31, 69)",0,0,True,0.46174103,0.39202315
932,11,2.878499,2.6558921,"(31, 39)",0,0,True,0.47988874,0.44457695
933,11,2.669742,3.3436081,"(52, 47)",0,1,False,0.55603087,0.6623683
934,11,3.0658388,2.9816344,"(52, 14)",0,0,True,0.4930381,0.4789613
935,11,3.128126,2.698501,"(49, 14)",0,0,True,0.46313262,0.39421594
936,11,2.255323,2.2573178,"(51, 77)",0,1,False,0.500221,0.5004988
937,11,2.7134733,3.102877,"(97, 79)",0,1,False,0.53347486,0.5961391
938,11,2.6615772,2.6440976,"(97, 57)",0,0,True,0.49835274,0.4956302
939,11,2.6602974,2.6580033,"(1, 84)",0,0,True,0.49978432,0.49942648
940,11,2.046019,2.5785131,"(50, 82)",0,1,False,0.5575728,0.6300646
941,11,2.7955413,2.6012306,"(96, 4)",0,0,True,0.48199752,0.45157462
942,11,3.1785312,2.594595,"(17, 40)",0,0,True,0.44942632,0.35802737
943,11,2.599138,2.6244452,"(9, 17)",0,1,False,0.5024224,0.5063264
944,11,2.8667853,2.7140038,"(83, 89)",0,0,True,0.48631185,0.46187875
945,11,2.8150887,2.680596,"(83, 35)",0,0,True,0.48776376,0.46642745
946,11,3.0395133,2.0182018,"(81, 37)",0,0,True,0.3990343,0.264772
947,11,2.0966864,2.1544724,"(42, 85)",0,1,False,0.5067965,0.51444244
948,11,2.8896897,2.1698742,"(85, 41)",0,0,True,0.42886588,0.3274336
949,11,3.1296442,2.9635649,"(41, 23)",0,0,True,0.4863718,0.45857534
950,11,2.7534661,2.91751,"(23, 7)",0,1,False,0.5144634,0.54091924
951,11,2.4079347,2.808855,"(21, 44)",0,1,False,0.538426,0.5989088
952,12,3.3001842,2.682594,"(0, 1)",1,0,False,0.44838604,0.35032973
953,12,3.3845496,3.3317037,"(99, 0)",0,0,True,0.4960658,0.48679158
954,12,2.4584212,2.829668,"(3, 2)",1,1,True,0.5351022,0.5917602
955,12,2.3901916,3.29215,"(3, 4)",1,1,True,0.5793651,0.7113518
956,12,2.9720292,3.0179434,"(6, 5)",1,1,True,0.5038326,0.5114765
957,12,2.7957056,3.5245872,"(7, 6)",1,1,True,0.557662,0.6745598
958,12,1.991429,3.3022904,"(8, 7)",1,1,True,0.6238129,0.78765726
959,12,2.6307979,2.6031437,"(10, 9)",1,0,False,0.49735817,0.49308693
960,12,2.535654,2.5371475,"(13, 12)",1,1,True,0.50014716,0.50037336
961,12,2.2082264,2.342448,"(17, 16)",1,1,True,0.51474744,0.53350514
962,12,2.2319121,2.9349792,"(18, 17)",1,1,True,0.5680358,0.66886747
963,12,3.1260424,3.2363026,"(18, 19)",1,1,True,0.5086651,0.52753717
964,12,3.8949237,3.3801334,"(20, 19)",1,0,False,0.46461952,0.37407124
965,12,2.9916594,3.17523,"(21, 20)",1,1,True,0.5148836,0.5457642
966,12,3.5261815,2.8157737,"(24, 25)",1,0,False,0.44399142,0.32950875
967,12,2.9753406,3.2363014,"(25, 26)",1,1,True,0.5210058,0.5648725
968,12,2.9062448,3.262426,"(27, 26)",1,1,True,0.5288702,0.5881157
969,12,2.0281284,2.557127,"(28, 27)",1,1,True,0.5576848,0.6292495
970,12,3.0534956,2.5315008,"(31, 30)",1,0,False,0.4532681,0.37238592
971,12,3.072754,2.9138753,"(32, 31)",1,0,False,0.48673055,0.4603637
972,12,1.8933951,2.7742052,"(35, 34)",1,1,True,0.5943537,0.70699006
973,12,3.4867668,2.7703764,"(38, 39)",1,0,False,0.44275424,0.32818836
974,12,2.8113222,2.6461408,"(43, 44)",1,0,False,0.48486647,0.4587983
975,12,2.2194917,3.1471589,"(45, 44)",1,1,True,0.5864288,0.7166017
976,12,2.1842272,1.8132416,"(49, 50)",1,0,False,0.45359743,0.4083029
977,12,2.134296,2.593082,"(50, 51)",1,1,True,0.5485243,0.61272615
978,12,2.7664409,2.536179,"(52, 51)",1,0,False,0.4782879,0.44268754
979,12,2.8309424,3.0182126,"(54, 55)",1,1,True,0.5160083,0.5466812
980,12,2.6647012,2.846524,"(55, 56)",1,1,True,0.51649565,0.5453309
981,12,3.2408557,2.6324673,"(60, 59)",1,0,False,0.4482075,0.35242692
982,12,3.363094,2.8562527,"(60, 61)",1,0,False,0.45925286,0.37593424
983,12,2.5767112,3.372966,"(62, 61)",1,1,True,0.5669158,0.68917274
984,12,2.4727407,3.1895707,"(66, 67)",1,1,True,0.5632984,0.67190856
985,12,1.7935635,3.4080884,"(68, 67)",1,1,True,0.6551935,0.8340387
986,12,3.012853,2.7108817,"(68, 69)",1,0,False,0.47362113,0.42507568
987,12,2.3965876,2.6835968,"(71, 70)",1,1,True,0.52824795,0.5712638
988,12,2.9336598,2.8079906,"(74, 75)",1,0,False,0.48905635,0.46862397
989,12,2.6841843,3.3308804,"(76, 77)",1,1,True,0.55375636,0.65626556
990,12,2.9824104,3.5523353,"(77, 78)",1,1,True,0.54360723,0.63874584
991,12,2.572664,3.0297427,"(79, 78)",1,1,True,0.54079306,0.61232096
992,12,2.8646019,3.0163422,"(83, 82)",1,1,True,0.512901,0.5378625
993,12,2.5468433,2.478694,"(85, 84)",1,0,False,0.4932197,0.48296928
994,12,2.5151608,3.1151316,"(86, 87)",1,1,True,0.5532806,0.6456497
995,12,3.192,2.9048812,"(88, 87)",1,0,False,0.47645363,0.42870942
996,12,3.5389888,3.3072069,"(91, 90)",1,0,False,0.48307222,0.4423125
997,12,2.2247167,3.7352722,"(92, 91)",1,1,True,0.6267247,0.8191435
998,12,2.020898,3.3205793,"(92, 93)",1,1,True,0.62165934,0.7857813
999,12,3.17282,2.5837047,"(95, 94)",1,0,False,0.44883063,0.35683784
1000,12,2.78706,3.1047392,"(98, 99)",1,1,True,0.5269595,0.5787586
1001,12,2.9336083,3.2264674,"(61, 78)",0,1,False,0.52377075,0.572696
1002,12,1.9665083,2.6321957,"(72, 74)",0,1,False,0.57237774,0.6605368
1003,12,3.2783008,3.2083123,"(66, 91)",0,0,True,0.49460518,0.48251003
1004,12,3.0048115,2.7223284,"(5, 98)",0,0,True,0.47533822,0.4298451
1005,12,3.3678503,3.1273508,"(98, 27)",0,0,True,0.48148635,0.44016328
1006,12,3.3646507,3.038266,"(95, 26)",0,0,True,0.47451285,0.41912052
1007,12,2.741874,2.5007582,"(18, 88)",0,0,True,0.47700432,0.4400114
1008,12,3.0664017,2.4924595,"(71, 16)",0,0,True,0.4483759,0.36032766
1009,12,3.3250854,2.0574944,"(36, 71)",0,0,True,0.3822506,0.21966991
1010,12,3.2459667,3.1511428,"(99, 19)",0,0,True,0.49258855,0.4763118
1011,12,3.1270134,2.2325966,"(58, 19)",0,0,True,0.41655952,0.29019922
1012,12,2.5852673,2.8876624,"(73, 12)",0,1,False,0.52762645,0.57502794
1013,12,3.4579825,2.7431288,"(63, 20)",0,0,True,0.44236085,0.32852724
1014,12,3.5300233,3.208269,"(75, 20)",0,0,True,0.47612494,0.4202482
1015,12,2.709095,3.1287515,"(94, 75)",0,1,False,0.53594273,0.60340106
1016,12,3.0397522,2.7219214,"(6, 76)",0,0,True,0.47241855,0.42120448
1017,12,3.46816,2.8777692,"(25, 65)",0,0,True,0.45348272,0.35654524
1018,12,3.7407112,3.2414978,"(25, 87)",0,0,True,0.464251,0.37772548
1019,12,3.2249963,2.946964,"(62, 87)",0,0,True,0.47747618,0.43093625
1020,12,3.1960049,2.9118047,"(10, 38)",0,0,True,0.4767347,0.42942438
1021,12,2.6944692,2.6518078,"(38, 13)",0,0,True,0.49601015,0.48933625
1022,12,3.225264,2.4947906,"(32, 43)",0,0,True,0.43614802,0.32509083
1023,12,3.0574338,3.1089625,"(60, 43)",0,1,False,0.50417817,0.5128793
1024,12,3.4818199,2.2448864,"(60, 53)",0,0,True,0.39200306,0.2249702
1025,12,3.3351433,1.8980324,"(80, 53)",0,0,True,0.3626923,0.19199312
1026,12,2.8517594,2.4325683,"(28, 33)",0,0,True,0.4603364,0.3967103
1027,12,2.4754927,2.3745894,"(64, 0)",0,0,True,0.4895978,0.47479558
1028,12,2.5571828,1.606908,"(22, 46)",0,0,True,0.38589644,0.27882957
1029,12,3.0963795,2.4483747,"(30, 34)",0,0,True,0.44156596,0.34343928
1030,12,3.3575082,2.4358015,"(59, 30)",0,0,True,0.42045078,0.2846103
1031,12,3.1005852,2.523731,"(59, 69)",0,0,True,0.44871783,0.35965675
1032,12,2.525033,2.850923,"(31, 39)",0,1,False,0.5303099,0.58075905
1033,12,3.3564556,2.3568902,"(39, 2)",0,0,True,0.41252363,0.2690269
1034,12,3.1953661,2.6677887,"(2, 90)",0,0,True,0.45500907,0.3710821
1035,12,3.1199467,1.8233491,"(47, 90)",0,0,True,0.36885288,0.2147382
1036,12,3.0236776,2.2458065,"(52, 47)",0,0,True,0.42619097,0.3147789
1037,12,2.0281398,1.6135348,"(51, 49)",0,0,True,0.44307497,0.39780843
1038,12,3.3035645,3.6289926,"(55, 77)",0,1,False,0.523471,0.5806465
1039,12,3.2065833,3.4401252,"(24, 55)",0,1,False,0.51756823,0.5581216
